0.00880101,-0.0166451,0.000230731,1.29561,233.579,-0.01608,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00880101,-0.0166451,0.000230731,1.29646,233.579,-0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00880101,-0.0166451,0.000230731,1.24192,233.579,0.05454,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00859562,-0.0166261,0.000289846,1.27245,233.175,-0.03053,0.404,0.00020539,-1.90E-05,-5.91E-05,0.000214571,0.020539,0.0019,0.0059115,0.021457082,2.0539,0.19,0.59115,2.145708166,2
0.00859562,-0.0166261,0.000289846,1.28436,233.175,-0.01191,0,0,0,0,0,0,0,0,0,2.0539,0.19,0.59115,0,2
0.00859562,-0.0166261,0.000289846,1.33961,233.175,-0.05525,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00859562,-0.0166261,0.000289846,1.40312,233.175,-0.06351,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00859562,-0.0166261,0.000289846,1.46549,233.175,-0.06237,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.0082176,-0.016591,0.000264605,1.47673,232.771,-0.01124,0.404,0.00037802,-3.51E-05,2.52E-05,0.000380484,0.037802,0.00351,0.0025241,0.038048422,3.7802,0.351,0.25241,3.804842158,2
0.0082176,-0.016591,0.000264605,1.45117,232.771,0.02556,0,0,0,0,0,0,0,0,0,3.7802,0.351,0.25241,0,2
0.0082176,-0.016591,0.000264605,1.4708,232.771,-0.01963,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.0082176,-0.016591,0.000264605,1.52746,232.771,-0.05666,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00791136,-0.0165626,4.73E-05,1.6427,232.368,-0.11524,0.403,0.00030624,-2.84E-05,0.000217289,0.000376569,0.030624,0.00284,0.02172887,0.037656856,3.0624,0.284,2.172887,3.765685552,2
0.00791136,-0.0165626,4.73E-05,1.7062,232.368,-0.0635,0,0,0,0,0,0,0,0,0,3.0624,0.284,2.172887,0,2
0.00791136,-0.0165626,4.73E-05,1.69832,232.368,0.00788,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00791136,-0.0165626,4.73E-05,1.6415,232.368,0.05682,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00791136,-0.0165626,4.73E-05,1.56297,232.368,0.07853,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00783315,-0.0165553,0.000145952,1.52789,231.964,0.03508,0.404,7.82E-05,-7.30E-06,-9.86E-05,0.000126092,0.007821,0.00073,0.00986357,0.012609162,0.7821,0.073,0.986357,1.260916152,2
0.00783315,-0.0165553,0.000145952,1.50562,231.964,0.02227,0,0,0,0,0,0,0,0,0,0.7821,0.073,0.986357,0,2
0.00783315,-0.0165553,0.000145952,1.57002,231.964,-0.0644,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00783315,-0.0165553,0.000145952,1.51537,231.964,0.05465,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00783315,-0.0165553,0.000145952,1.50735,231.964,0.00802,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00774939,-0.0165476,0.000150881,1.44622,231.561,0.06113,0.403,8.38E-05,-7.70E-06,-4.93E-06,8.43E-05,0.008376,0.00077,0.0004929,0.008425748,0.8376,0.077,0.04929,0.842574782,2
0.00774939,-0.0165476,0.000150881,1.56598,231.561,-0.11976,0,0,0,0,0,0,0,0,0,0.8376,0.077,0.04929,0,2
0.00774939,-0.0165476,0.000150881,1.55747,231.561,0.00851,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00774939,-0.0165476,0.000150881,1.58838,231.561,-0.03091,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00738002,-0.0165133,0.000313237,1.65235,231.157,-0.06397,0.404,0.00036937,-3.43E-05,-0.000162356,0.000404932,0.036937,0.00343,0.0162356,0.040493229,3.6937,0.343,1.62356,4.049322877,2
0.00738002,-0.0165133,0.000313237,1.72697,231.157,-0.07462,0,0,0,0,0,0,0,0,0,3.6937,0.343,1.62356,0,2
0.00738002,-0.0165133,0.000313237,1.75468,231.157,-0.02771,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00738002,-0.0165133,0.000313237,1.7601,231.157,-0.00542,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00738002,-0.0165133,0.000313237,1.72224,231.157,0.03786,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00703823,-0.0164816,0.000239518,1.74803,230.754,-0.02579,0.403,0.00034179,-3.17E-05,7.37E-05,0.000351084,0.034179,0.00317,0.0073719,0.035108373,3.4179,0.317,0.73719,3.510837294,2
0.00703823,-0.0164816,0.000239518,1.83901,230.754,-0.09098,0,0,0,0,0,0,0,0,0,3.4179,0.317,0.73719,0,2
0.00703823,-0.0164816,0.000239518,1.91353,230.754,-0.07452,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00703823,-0.0164816,0.000239518,1.9728,230.754,-0.05927,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00655522,-0.0164368,-5.88E-05,2.01418,230.35,-0.04138,0.404,0.00048301,-4.48E-05,0.00029833,0.000569479,0.048301,0.00448,0.02983297,0.056947898,4.8301,0.448,2.983297,5.694789812,2
0.00655522,-0.0164368,-5.88E-05,2.028,230.35,-0.01382,0,0,0,0,0,0,0,0,0,4.8301,0.448,2.983297,0,2
0.00655522,-0.0164368,-5.88E-05,2.02279,230.35,0.00521,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00655522,-0.0164368,-5.88E-05,2.01214,230.35,0.01065,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00655522,-0.0164368,-5.88E-05,1.98669,230.35,0.02545,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00642008,-0.0164243,-0.000190544,1.99943,229.946,-0.01274,0.404,0.00013514,-1.25E-05,0.000131732,0.000189136,0.013514,0.00125,0.01317323,0.018913611,1.3514,0.125,1.317323,1.891361109,2
0.00642008,-0.0164243,-0.000190544,2.03909,229.946,-0.03966,0,0,0,0,0,0,0,0,0,1.3514,0.125,1.317323,0,2
0.00642008,-0.0164243,-0.000190544,2.0713,229.946,-0.03221,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00642008,-0.0164243,-0.000190544,2.08211,229.946,-0.01081,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00642008,-0.0164243,-0.000190544,2.07122,229.946,0.01089,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00630165,-0.0164133,-4.35E-05,2.0416,229.543,0.02962,0.403,0.00011843,-1.10E-05,-0.000147056,0.000189135,0.011843,0.0011,0.0147056,0.018913522,1.1843,0.11,1.47056,1.891352216,2
0.00630165,-0.0164133,-4.35E-05,1.91203,229.543,0.12957,0,0,0,0,0,0,0,0,0,1.1843,0.11,1.47056,0,2
0.00630165,-0.0164133,-4.35E-05,1.9772,229.543,-0.06517,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.00630165,-0.0164133,-4.35E-05,2.09222,229.543,-0.11502,0,0,0,0,0,0,0,0,0,0,0,0,0,2
